name,gc_content,Gtex_kidney,gene_disease_ass_count,oncodb_expression,orth_count,gene_length,HPA_kidney,mf_coal,bp_coal,cc_coal,biogrid_coal,kegg_coal,reactome_coal,ucsc_tfbs_coal,up_tissue_coal,transcript_count
ENSG00000176401,61.62,30.884,19,0.457554740858515,58,9396,1.6,3.0,5.0,2.0,10.0,,,25.0,2.0,13
ENSG00000176407,60.3,3.17613,0,1.44997449309484,328,8156,33.4,2.0,3.0,5.0,161.0,,3.0,63.0,8.0,16
ENSG00000176428,47.68,63.7878,0,-0.324809046656836,318,23569,3.5,1.0,10.0,6.0,17.0,1.0,17.0,19.0,1.0,8
ENSG00000176438,51.2,3.799525,0,-2.19705328207601,263,96935,0.8,3.0,4.0,8.0,458.0,,,80.0,4.0,5
ENSG00000176463,37.73,4.71759,26,-0.743132970652721,262,281353,5.0,1.0,5.0,3.0,9.0,,6.0,150.0,4.0,25
ENSG00000176532,42.26,69.4638,1,-0.187253315546789,203,7332,12.7,1.0,1.0,,9.0,,,28.0,1.0,21
ENSG00000176533,37.35,26.4689,1,-0.70901685221796,291,10251,6.2,2.0,2.0,4.0,17.0,19.0,67.0,45.0,3.0,1
ENSG00000176624,52.78,31.80525,2,1.49131118212764,264,9044,12.0,4.0,4.0,2.0,85.0,,4.0,100.0,3.0,9
ENSG00000176715,40.64,4.25541,5,0.117698985213785,332,53822,11.7,7.0,4.0,2.0,58.0,5.0,5.0,55.0,3.0,24
ENSG00000176783,62.56,0.2520029,1,0.0,332,5693,12.0,6.0,5.0,6.0,118.0,1.0,5.0,107.0,2.0,1
ENSG00000176788,38.7,9.952965,1,-0.428420993852549,324,153349,7.7,4.0,11.0,12.0,225.0,,6.0,87.0,5.0,6
ENSG00000176842,38.49,1.714395,4,-0.398310641876063,290,8442,3.2,5.0,7.0,2.0,4.0,,,122.0,2.0,2
ENSG00000176915,57.31,10.81921,4,0.414858247827045,340,4082,12.2,3.0,8.0,4.0,195.0,,15.0,54.0,8.0,5
ENSG00000176928,37.41,7.37486,0,-0.401892203937035,263,67331,4.1,6.0,8.0,2.0,4.0,2.0,,32.0,,4
ENSG00000176946,47.23,67.0625,0,-0.379862860314595,318,4202,43.6,6.0,2.0,2.0,74.0,,,52.0,7.0,10
ENSG00000177000,50.24,14.42405,6,-2.2276367752922,334,35299,9.2,6.0,17.0,2.0,46.0,3.0,4.0,67.0,6.0,1
ENSG00000177030,49.43,20.2648,0,-2.17173049449097,327,28182,6.8,9.0,12.0,6.0,36.0,,,77.0,10.0,8
ENSG00000177051,65.39,14.03515,1,-0.268932913769345,287,2550,3.7,1.0,,,36.0,,,61.0,3.0,1
ENSG00000177054,60.13,0.0,0,-0.186065086778139,333,6563,9.2,3.0,3.0,6.0,56.0,,,83.0,5.0,7
ENSG00000177058,40.79,66.74725,71,-0.956419286331611,343,87541,7.5,5.0,11.0,6.0,43.0,1.0,19.0,64.0,5.0,6
ENSG00000177084,38.22,53.03555,7,-1.17455190928994,330,137353,1.6,10.0,15.0,4.0,121.0,3.0,31.0,94.0,5.0,5
ENSG00000177143,52.39,36.31785,3,0.0020961312896533,146,29177,0.0,5.0,6.0,6.0,64.0,,6.0,19.0,1.0,7
ENSG00000177169,36.91,0.8065955,0,-1.02756373265245,336,64718,5.1,8.0,26.0,13.0,109.0,10.0,10.0,58.0,4.0,12
ENSG00000177191,49.85,9.879745,0,-0.217487366674083,173,18700,0.8,11.0,3.0,4.0,24.0,,4.0,71.0,2.0,14
ENSG00000177283,40.77,3.137305,0,-2.34870850008528,294,67699,4.9,7.0,7.0,4.0,18.0,15.0,14.0,67.0,,9
ENSG00000177311,37.27,2.252695,17,1.48883359402533,265,122020,34.4,9.0,7.0,4.0,154.0,,,133.0,3.0,11
ENSG00000177425,48.33,32.1675,13,-2.4085336748956,334,9322,12.6,5.0,14.0,6.0,82.0,,,73.0,4.0,6
ENSG00000177465,42.41,82.68405,12,0.0374362383128361,71,79414,15.1,6.0,12.0,3.0,3.0,4.0,7.0,23.0,7.0,37
ENSG00000177469,39.9,4.961955,0,-1.71416344885989,318,62254,31.1,4.0,5.0,11.0,229.0,,11.0,91.0,9.0,5
ENSG00000177519,38.85,5.533585,10,0.190012101508777,274,84029,0.5,1.0,3.0,2.0,98.0,1.0,,61.0,2.0,2
ENSG00000177556,40.88,14.059335,17,-2.11488557788481,314,48771,143.0,10.0,5.0,1.0,20.0,1.0,8.0,32.0,3.0,4
ENSG00000177600,43.44,9.17875,0,1.13980263983952,299,66585,423.7,2.0,8.0,5.0,305.0,2.0,36.0,90.0,13.0,19
ENSG00000177602,46.83,33.5399,0,-0.385245031494442,306,10119,0.0,5.0,8.0,6.0,57.0,,,,5.0,3
ENSG00000177669,47.98,17.6361,0,-0.198322570233542,280,26159,0.0,6.0,4.0,5.0,,,5.0,28.0,1.0,10
ENSG00000177700,54.53,2.807045,4,-0.124480145696583,287,117023,30.2,4.0,23.0,7.0,172.0,3.0,94.0,77.0,3.0,18
ENSG00000177707,61.04,5.07552,0,0.485954164932757,248,13653,12.1,4.0,9.0,9.0,69.0,2.0,5.0,79.0,5.0,2
ENSG00000177732,45.46,16.8371,6,-1.35628765108272,196,30430,3.6,8.0,8.0,3.0,7.0,,,49.0,2.0,4
ENSG00000177873,53.06,5.214665,8,0.943210088241026,82,18893,2.2,6.0,4.0,1.0,2.0,1.0,3.0,5.0,3.0,1
ENSG00000177885,44.25,0.0,0,-0.56082269766568,264,121600,47.0,15.0,31.0,13.0,715.0,51.0,182.0,82.0,11.0,3
ENSG00000177932,45.7,4.115545,1,-0.786757279315572,86,7678,2.2,4.0,1.0,2.0,24.0,1.0,3.0,13.0,2.0,2
ENSG00000177971,50.63,17.09665,14,-0.226971645125117,316,12306,37.2,4.0,1.0,6.0,109.0,1.0,5.0,62.0,4.0,44
ENSG00000178031,57.5,23.27695,0,0.005477561988344,240,11452,2.1,1.0,3.0,4.0,8.0,,9.0,158.0,3.0,3
ENSG00000178078,56.73,10.157715,0,0.456895364655531,187,69134,13.5,2.0,1.0,2.0,18.0,,8.0,45.0,3.0,18
ENSG00000178105,53.69,6.7128,0,-0.159853490935923,327,5035,11.8,5.0,2.0,1.0,163.0,,,85.0,6.0,5
ENSG00000178177,41.28,4.69426,9,-0.206230942490214,316,321844,4.0,3.0,1.0,1.0,12.0,,,125.0,1.0,23
ENSG00000178201,49.47,9.0192,0,-0.191970536056971,44,6674,0.4,1.0,2.0,2.0,3.0,,,,1.0,1
ENSG00000178234,41.61,13.7509,39,-0.537862059877765,329,194799,231.6,5.0,8.0,3.0,31.0,3.0,4.0,81.0,5.0,9
ENSG00000178301,57.26,26.1978,7,0.0,331,43213,6.0,4.0,15.0,10.0,1.0,,3.0,41.0,2.0,19
ENSG00000178338,44.27,50.8016,1,0.165862655039579,46,47968,4.9,5.0,4.0,1.0,3.0,1.0,3.0,8.0,4.0,21
ENSG00000178343,54.71,0.09593795,2,0.0,311,37056,20.1,1.0,2.0,2.0,37.0,,,83.0,1.0,2
ENSG00000178363,42.3,24.3046,0,-0.346074813468315,77,15161,17.5,3.0,1.0,1.0,238.0,43.0,,37.0,2.0,4
ENSG00000178381,42.15,14.067095,0,-1.59510544502473,325,30553,14.1,2.0,4.0,4.0,35.0,,,20.0,1.0,8
ENSG00000178462,40.65,11.3942,12,-0.926027795751303,177,436198,5.9,3.0,2.0,2.0,49.0,12.0,78.0,32.0,2.0,16
ENSG00000178597,35.24,7.116155,23,-0.480940770745088,105,172541,0.0,,5.0,3.0,3.0,2.0,,27.0,3.0,21
ENSG00000178662,53.85,6.78211,1,-0.59126954847763,338,201767,1.5,7.0,5.0,2.0,2.0,,,101.0,3.0,23
ENSG00000178718,38.91,10.09464,0,-0.58379559769861,241,69556,3.2,4.0,4.0,5.0,59.0,1.0,6.0,43.0,3.0,3
ENSG00000178761,40.49,2.85443,0,-0.19996281615712,328,83345,14.6,1.0,,,21.0,,,54.0,5.0,4
ENSG00000178764,50.29,9.35003,0,0.296929737896338,306,5921,7.8,8.0,8.0,4.0,30.0,,,145.0,6.0,1
ENSG00000178826,39.86,8.949255,10,-0.255174240143783,258,157672,32.5,1.0,,1.0,46.0,,,47.0,6.0,12
ENSG00000178828,37.28,10.150555,9,-0.432060684620131,253,367201,26.1,4.0,6.0,2.0,13.0,,,24.0,4.0,7
ENSG00000178896,39.68,1.436245,63,0.487550758117906,286,186598,10.7,3.0,20.0,10.0,178.0,1.0,16.0,50.0,2.0,8
ENSG00000178935,39.96,8.81836,0,0.367212648828936,16,15525,7.2,5.0,3.0,1.0,37.0,1.0,3.0,17.0,3.0,9
ENSG00000178974,52.8,79.77025,1,0.0,336,25115,18.4,1.0,,,41.0,,,79.0,2.0,6
ENSG00000178999,43.85,13.363,0,-0.156682229485345,166,18126,0.1,7.0,31.0,18.0,689.0,,36.0,26.0,7.0,11
ENSG00000179029,42.01,52.812,0,-0.498655868517211,176,60900,8.4,1.0,10.0,3.0,49.0,,,79.0,4.0,4
ENSG00000179041,34.78,13.48101,2,-2.20999863058202,292,82283,5.5,3.0,10.0,6.0,295.0,,,33.0,5.0,4
ENSG00000179094,40.22,12.76929,0,0.102729650374111,180,19469,16.4,8.0,23.0,4.0,88.0,2.0,1.0,121.0,8.0,5
ENSG00000179104,41.09,14.74945,0,-0.532197442040022,254,30230,6.6,3.0,2.0,3.0,13.0,,,148.0,3.0,8
ENSG00000179115,41.71,2.733425,19,-0.441415086611333,283,43038,17.3,6.0,5.0,4.0,135.0,1.0,4.0,85.0,8.0,18
ENSG00000179142,44.4,36.05645,4,-2.11332885983777,26,148228,0.0,8.0,15.0,2.0,8.0,3.0,14.0,22.0,2.0,24
ENSG00000179144,38.48,0.546167,4,0.883434626049769,67,410412,21.1,5.0,1.0,5.0,1.0,,,20.0,1.0,2
ENSG00000179195,54.92,27.444,1,-0.534595274251889,123,24897,60.5,5.0,3.0,1.0,28.0,,3.0,49.0,5.0,2
ENSG00000179241,50.31,0.0,0,0.0,323,35886,2.0,2.0,2.0,2.0,15.0,,,156.0,3.0,4
ENSG00000179256,54.18,19.73235,0,-0.0634576388409854,245,41630,3.0,1.0,,1.0,6.0,,,31.0,1.0,16
ENSG00000179331,52.47,7.222375,0,-0.986282048733505,249,7340,0.6,3.0,5.0,7.0,23.0,,9.0,44.0,2.0,6
ENSG00000179335,57.96,27.3466,0,0.392747244599861,255,18478,16.9,9.0,4.0,6.0,191.0,,,115.0,7.0,15
ENSG00000179388,38.36,4.37961,1,-2.85493888873795,313,210559,4.7,10.0,14.0,4.0,,3.0,6.0,124.0,3.0,7
ENSG00000179399,32.22,0.3251525,0,0.0,296,14797,7.4,1.0,7.0,8.0,9.0,,28.0,147.0,2.0,2
ENSG00000179454,44.58,10.685305,1,-0.376378544567025,333,110902,4.6,,,,23.0,,,86.0,3.0,7
ENSG00000179532,53.13,11.9435,0,0.419579234411277,172,12694,0.7,5.0,2.0,3.0,12.0,,,100.0,3.0,7
ENSG00000179583,52.83,1.91643,3,2.6124852780715,326,43747,6.2,12.0,22.0,4.0,37.0,5.0,4.0,70.0,,6
ENSG00000179593,39.24,5.260605,5,-1.71471388880817,98,452412,0.1,11.0,21.0,9.0,21.0,3.0,5.0,35.0,1.0,14
ENSG00000179598,49.88,5.097445,12,-4.11617013895467,300,34283,2.5,7.0,11.0,4.0,45.0,,9.0,38.0,2.0,5
ENSG00000179709,58.09,8.08168,0,-3.2968227090502,90,1254,0.0,1.0,,1.0,2.0,,,,,1
ENSG00000179833,43.72,2.96798,0,-0.890847237784959,327,21309,7.6,2.0,4.0,4.0,39.0,,,99.0,3.0,14
ENSG00000179912,42.87,0.0,0,0.0,334,97518,17.5,3.0,,1.0,128.0,,,124.0,6.0,3
ENSG00000179914,37.61,1.13764,15,-0.840943773165908,47,50091,3.4,4.0,5.0,7.0,60.0,,3.0,58.0,5.0,3
ENSG00000179943,62.41,0.0,0,0.0,150,1236,6.9,5.0,2.0,3.0,15.0,,,80.0,3.0,1
ENSG00000179981,44.95,3.53278,0,0.184885238512903,306,15911,12.2,4.0,5.0,2.0,11.0,,,156.0,5.0,5
ENSG00000180011,52.21,17.8923,2,0.105902757569277,264,47086,24.5,4.0,2.0,1.0,30.0,,,128.0,4.0,5
ENSG00000180198,41.44,5.008895,0,-0.903034514820259,342,119260,6.5,9.0,11.0,8.0,163.0,,17.0,15.0,8.0,9
ENSG00000180233,38.48,4.369725,1,-0.591491217532182,263,161725,22.2,2.0,2.0,12.0,46.0,,4.0,68.0,5.0,9
ENSG00000180304,43.65,5.065585,0,-0.503908122135632,313,15213,51.4,2.0,7.0,3.0,12.0,,4.0,110.0,,3
ENSG00000180340,35.68,2.662705,1,0.548567075376313,290,140023,1.1,5.0,23.0,5.0,65.0,15.0,13.0,61.0,3.0,6
ENSG00000180357,41.8,13.58105,9,-0.350004872115516,256,28865,5.9,2.0,5.0,2.0,69.0,,,147.0,6.0,7
ENSG00000180488,50.19,2.93012,0,3.29050584740196,337,19489,15.0,3.0,1.0,4.0,47.0,,5.0,77.0,6.0,6
ENSG00000180530,39.32,75.28295,0,-0.271938457439617,280,11498,16.1,12.0,9.0,8.0,81.0,,16.0,133.0,5.0,12
ENSG00000180638,54.06,17.5065,29,0.0536747999285383,94,17433,51.3,4.0,3.0,3.0,4.0,,4.0,28.0,4.0,10
ENSG00000180644,37.11,3.72314,3,0.129334191826193,173,103466,0.6,4.0,11.0,7.0,53.0,7.0,,29.0,3.0,8
ENSG00000180745,60.28,0.0,0,0.0,337,1308,44.3,1.0,,2.0,5.0,,,40.0,2.0,1
ENSG00000180758,47.83,3.26991,4,-2.72501401105306,248,9862,2.1,1.0,6.0,3.0,1.0,,,27.0,3.0,1
ENSG00000180767,54.72,36.9389,7,1.4174855072306,219,6163,1.4,4.0,3.0,2.0,4.0,1.0,5.0,41.0,2.0,22
ENSG00000180773,45.23,7.251755,0,-0.0105374851848816,280,55142,9.5,5.0,6.0,2.0,,1.0,7.0,38.0,2.0,4
ENSG00000180822,45.86,15.24225,0,-0.0088841051663324,286,89136,10.4,1.0,1.0,1.0,56.0,,,42.0,1.0,8
ENSG00000181004,51.16,24.5393,1,-0.695145669804751,335,13307,9.5,3.0,5.0,1.0,7.0,,4.0,36.0,4.0,2
ENSG00000181007,43.58,177.4975,17,0.338862930098617,61,24694,2.0,4.0,3.0,1.0,8.0,1.0,,18.0,5.0,33
ENSG00000181027,59.6,0.0,0,0.0,279,3608,6.1,6.0,4.0,8.0,42.0,2.0,,62.0,1.0,1
ENSG00000181029,52.02,1.92966,2,-2.46184211805455,287,30412,18.6,1.0,3.0,7.0,141.0,,10.0,42.0,3.0,6
ENSG00000181163,56.74,18.54905,3,-0.697728579682467,256,15947,378.8,17.0,36.0,12.0,965.0,,28.0,46.0,20.0,56
ENSG00000181192,57.68,14.06536,0,1.02964623895257,336,103778,43.1,3.0,4.0,2.0,56.0,3.0,3.0,56.0,5.0,7
ENSG00000181408,68.07,28.99345,0,0.413863381494225,261,2630,0.1,3.0,6.0,3.0,1.0,1.0,7.0,37.0,1.0,6
ENSG00000181444,43.52,9.148495,5,-0.343500856937263,174,14794,4.2,5.0,1.0,1.0,189.0,,2.0,75.0,1.0,3
ENSG00000181458,63.04,25.56545,0,-1.34037428922385,315,9513,2.1,1.0,,1.0,18.0,,,51.0,3.0,9
ENSG00000181467,39.72,4.263645,1,-0.234201319410199,218,129628,1.9,5.0,8.0,10.0,32.0,,3.0,60.0,3.0,4
ENSG00000181562,69.01,29.19655,120,0.337948709200284,16,5045,0.8,1.0,1.0,1.0,38.0,,,3.0,1.0,11
ENSG00000181577,43.16,39.7532,0,-0.484406088455084,55,33573,,,,,2.0,,,53.0,1.0,6
ENSG00000181588,41.56,18.40765,0,-0.165774307670952,208,7123,3.0,3.0,2.0,2.0,40.0,,,57.0,3.0,18
ENSG00000181722,57.84,2.00344,15,3.74886653772172,338,6539,5.2,6.0,10.0,4.0,38.0,,,171.0,7.0,5
ENSG00000181778,47.88,14.9729,2,-0.407979318867426,249,255188,36.0,1.0,,1.0,8.0,,,43.0,1.0,4
ENSG00000181781,48.63,0.0339832,2,0.0,170,22681,0.0,1.0,,2.0,14.0,,,25.0,2.0,9
ENSG00000181788,47.26,19.5541,27,0.762251732376986,237,50219,11.0,7.0,21.0,7.0,88.0,,13.0,58.0,2.0,25
ENSG00000181789,57.74,78.7456,8,0.586047909593984,258,11695,66.6,2.0,9.0,8.0,172.0,,11.0,60.0,8.0,6
ENSG00000181804,48.94,21.65875,0,0.32903075252799,238,49695,2.3,3.0,7.0,4.0,3.0,,8.0,148.0,5.0,23
ENSG00000181826,52.06,6.85404,10,0.0454163449885383,261,12983,3.9,1.0,1.0,3.0,59.0,,,67.0,3.0,3
ENSG00000181896,44.89,2.436575,0,0.0,30,23869,3.4,5.0,3.0,1.0,32.0,1.0,3.0,44.0,2.0,2
ENSG00000181982,54.79,21.8982,1,-0.341812253818835,264,20943,4.9,,,,4.0,,,131.0,5.0,2
ENSG00000182013,45.52,33.33785,0,-0.263211578202781,81,1605,8.8,,,,124.0,,,14.0,6.0,2
ENSG00000182022,41.17,7.22553,2,-0.952439365578091,282,120639,6.2,4.0,2.0,2.0,31.0,1.0,5.0,83.0,6.0,15
ENSG00000182050,47.07,65.1708,12,0.379270800158975,319,11467,0.0,4.0,2.0,2.0,41.0,3.0,12.0,121.0,1.0,13
ENSG00000182054,57.86,15.7503,2,0.0,304,8457,145.7,3.0,10.0,5.0,166.0,8.0,7.0,84.0,6.0,15
ENSG00000182158,36.29,8.566105,1,-0.435804356910737,339,148646,19.7,8.0,12.0,7.0,20.0,37.0,4.0,112.0,9.0,4
ENSG00000182168,55.75,39.4575,108,0.0011081915350469,255,9000,1.1,5.0,10.0,9.0,33.0,1.0,5.0,159.0,2.0,11
ENSG00000182208,62.4,32.30445,2,1.4088856037457,259,40459,18.8,3.0,3.0,6.0,59.0,,,131.0,4.0,8
ENSG00000182224,47.61,11.130415,44,-0.713721267690098,254,2156,18.0,1.0,,,2.0,,,119.0,2.0,3
ENSG00000182247,40.32,10.91965,8,-1.74066539153691,71,195260,16.1,6.0,7.0,1.0,95.0,1.0,4.0,93.0,5.0,5
ENSG00000182263,55.65,0.0882598,0,1.45398062751362,328,10100,2.0,5.0,4.0,5.0,8.0,,,152.0,2.0,5
ENSG00000182362,46.41,307.0275,18,-0.661295064345506,228,31818,11.3,4.0,4.0,1.0,107.0,,,34.0,2.0,6
ENSG00000182379,48.21,9.581435,0,-0.721565399164247,289,75043,0.2,1.0,1.0,1.0,35.0,,,134.0,1.0,12
ENSG00000182446,52.18,65.68075,0,-4.17721395296794,338,25191,30.0,8.0,8.0,7.0,181.0,1.0,4.0,75.0,5.0,7
ENSG00000182463,46.42,4.29263,1,-0.468410441991651,345,10388,1.2,5.0,3.0,2.0,36.0,,,160.0,4.0,2
ENSG00000182472,44.2,12.98715,10,0.0,154,124173,3.0,2.0,1.0,1.0,22.0,,2.0,82.0,1.0,19
ENSG00000182541,40.16,27.7397,12,-0.681464276251019,321,258791,11.4,7.0,12.0,6.0,50.0,4.0,14.0,108.0,7.0,11
ENSG00000182544,44.25,32.53085,7,0.342632306102331,302,33759,12.4,2.0,1.0,3.0,88.0,,,52.0,5.0,3
ENSG00000182551,54.85,16.98845,0,-0.038633631205742,337,34632,202.0,8.0,11.0,6.0,113.0,5.0,3.0,31.0,6.0,7
ENSG00000182601,37.45,24.50655,6,-0.84900290211027,184,140360,0.0,2.0,1.0,3.0,12.0,,5.0,138.0,8.0,8
ENSG00000182621,44.5,16.481,0,-0.373876405001686,303,94324,12.7,11.0,46.0,11.0,54.0,63.0,26.0,153.0,3.0,5
ENSG00000182674,39.83,6.75625,9,-0.716841518256792,319,120970,0.0,3.0,6.0,7.0,58.0,,3.0,147.0,1.0,25
ENSG00000182704,36.3,30.24255,2,-0.886767744442393,338,29676,41.9,1.0,20.0,1.0,3.0,,,57.0,4.0,19
ENSG00000182771,39.39,9.03967,2,-0.51049956675785,243,5739,0.0,6.0,7.0,6.0,15.0,1.0,,164.0,4.0,1
ENSG00000182809,42.19,2.196475,0,-0.838574439517577,278,4735,37.7,3.0,2.0,1.0,30.0,,,75.0,6.0,1
ENSG00000182827,41.56,5.764815,1,-1.58386152293436,339,295556,20.3,3.0,3.0,4.0,164.0,1.0,4.0,56.0,9.0,7
ENSG00000182836,48.47,9.329085,20,0.345638787731323,340,193419,6.0,2.0,3.0,2.0,3.0,,,102.0,2.0,7
ENSG00000182866,45.44,28.81285,0,-0.580817224755762,245,44774,1.6,21.0,28.0,7.0,435.0,10.0,56.0,66.0,7.0,24
ENSG00000182899,39.75,5.042945,0,-0.414731342969659,324,65629,416.3,4.0,9.0,6.0,353.0,2.0,36.0,27.0,4.0,6
ENSG00000182901,33.76,2.183425,0,-3.90443513918327,320,21542,2.4,4.0,11.0,5.0,16.0,,8.0,136.0,4.0,3
ENSG00000182903,52.1,22.09155,0,0.0,14,6585,11.9,4.0,4.0,1.0,7.0,1.0,3.0,31.0,3.0,1
ENSG00000182919,52.53,79.5294,0,0.577910036872123,343,8900,575.1,5.0,,4.0,37.0,,,37.0,6.0,12
ENSG00000182944,53.35,91.192,57,-1.56977758776828,255,2584,67.8,6.0,2.0,6.0,839.0,1.0,,121.0,9.0,2
ENSG00000182973,52.75,29.34965,94,1.88151413643721,339,33540,10.7,1.0,7.0,5.0,130.0,1.0,9.0,76.0,4.0,15
ENSG00000182986,46.72,3.704385,0,-0.874370221586008,8,18913,9.2,5.0,3.0,1.0,25.0,1.0,3.0,,1.0,3
ENSG00000183036,42.44,896.7235,12,-0.664272856510206,297,79612,52.7,3.0,2.0,4.0,47.0,,,64.0,5.0,3
ENSG00000183049,38.91,13.1176,2,-0.654294717779202,310,59591,1.7,6.0,12.0,3.0,55.0,4.0,,127.0,3.0,6
ENSG00000183098,44.48,4.11593,0,0.244346072266712,290,24606,7.8,3.0,10.0,9.0,31.0,,24.0,165.0,2.0,7
ENSG00000183111,41.95,4.862655,0,-0.680170023549296,341,216352,6.5,1.0,1.0,1.0,4.0,,9.0,67.0,1.0,13
ENSG00000183117,55.47,7.174245,0,-0.342058610737778,210,8505,0.5,1.0,8.0,1.0,6.0,,,156.0,1.0,9
ENSG00000183186,51.75,18.4872,1,-0.514435488327694,225,29247,0.2,,,1.0,14.0,,,44.0,2.0,16
ENSG00000183196,49.1,469.6395,4,0.167006208732241,58,7722,0.2,4.0,4.0,4.0,17.0,1.0,10.0,47.0,1.0,4
ENSG00000183207,36.82,6.183865,0,-0.800341299856229,275,222111,19.6,18.0,29.0,18.0,451.0,,8.0,86.0,13.0,27
ENSG00000183255,61.6,3.74172,18,-1.20999884884939,256,5538,135.1,2.0,6.0,6.0,29.0,,,26.0,5.0,2
ENSG00000183258,44.48,102.48985,0,0.0218868406951395,295,113925,22.6,8.0,6.0,5.0,114.0,,6.0,79.0,8.0,10
ENSG00000183283,45.09,9.16318,0,-0.119007219519898,315,114622,253.7,6.0,1.0,4.0,195.0,,,46.0,9.0,27
ENSG00000183309,44.43,12.6207,0,0.0775397429239115,146,71912,1.6,5.0,1.0,1.0,11.0,1.0,,8.0,2.0,11
ENSG00000183431,41.75,8.692585,0,0.0,332,45904,26.2,3.0,7.0,8.0,235.0,1.0,4.0,96.0,9.0,23
ENSG00000183486,49.93,23.89125,0,-2.11676048926407,93,64010,1.4,4.0,17.0,15.0,13.0,5.0,6.0,15.0,1.0,5
ENSG00000183520,60.03,280.3895,0,0.124874357541784,343,6266,12.4,2.0,3.0,5.0,76.0,,5.0,126.0,5.0,4
ENSG00000183579,37.44,1.476085,2,-2.25210733664894,334,600579,8.3,6.0,12.0,3.0,28.0,1.0,4.0,144.0,2.0,9
ENSG00000183580,51.14,0.0220842,0,0.0,290,25265,3.2,1.0,10.0,4.0,13.0,,13.0,138.0,2.0,5
ENSG00000183605,42.48,28.1638,0,0.0594564177467072,298,13209,24.7,2.0,3.0,3.0,88.0,,,37.0,2.0,14
ENSG00000183668,51.4,4.05776,1,-1.38087417936129,5,1048767,0.0,1.0,8.0,3.0,20.0,,2.0,10.0,4.0,6
ENSG00000183684,35.78,0.07957585,1,0.0,317,54931,13.6,3.0,12.0,11.0,326.0,5.0,14.0,49.0,8.0,20
ENSG00000183696,50.15,870.048,57,-0.522064608809162,322,18190,3.0,7.0,13.0,3.0,78.0,3.0,6.0,32.0,5.0,16
ENSG00000183723,48.14,73.1033,0,0.143938634243308,332,17591,17.1,1.0,,1.0,34.0,,,75.0,5.0,33
ENSG00000183741,43.87,21.21775,6,-2.11994975549076,301,118592,10.4,2.0,2.0,4.0,301.0,,14.0,74.0,4.0,5
ENSG00000183747,53.26,42.44035,0,0.0,1,8463,279.8,8.0,5.0,2.0,2.0,2.0,6.0,45.0,2.0,6
ENSG00000183751,47.92,0.0169974,0,0.0,341,30570,2.0,3.0,7.0,4.0,154.0,1.0,5.0,81.0,6.0,3
ENSG00000183765,38.05,7.55177,8,-0.647109720108915,337,48586,1.8,11.0,37.0,7.0,209.0,4.0,25.0,47.0,4.0,4
ENSG00000183778,50.0,33.17055,0,-0.170232097256834,242,43135,0.2,12.0,5.0,4.0,25.0,3.0,4.0,21.0,3.0,15
ENSG00000183840,39.02,0.424215,0,0.0,306,6581,2.7,3.0,3.0,3.0,4.0,,13.0,125.0,3.0,1
ENSG00000183844,37.58,4.81948,3,-0.76499358260489,255,211366,13.9,2.0,4.0,3.0,12.0,,,18.0,1.0,15
ENSG00000183853,37.14,5.545445,0,-0.49501222049132,218,89438,10.2,3.0,6.0,8.0,107.0,,2.0,126.0,5.0,1
ENSG00000183864,58.31,12.8413,0,-0.0111602194149107,262,4840,24.8,3.0,7.0,3.0,19.0,1.0,,64.0,5.0,9
ENSG00000183891,43.78,3.287695,6,0.570391642956177,302,96498,8.7,1.0,,,12.0,,,29.0,1.0,18
ENSG00000184056,45.22,6.757925,0,-0.0828673349561253,316,22922,5.9,2.0,10.0,17.0,200.0,,6.0,59.0,2.0,6
ENSG00000184113,34.7,7.601545,0,-0.0683427372743863,297,50370,6.0,3.0,23.0,11.0,43.0,5.0,9.0,57.0,3.0,12
ENSG00000184160,39.31,10.60913,0,1.32156455524532,297,5333,4.5,7.0,18.0,9.0,17.0,2.0,21.0,52.0,2.0,6
ENSG00000184164,39.43,5.837895,22,-2.84192923848717,333,173843,7.1,3.0,,3.0,63.0,,,58.0,3.0,8
ENSG00000184209,36.2,30.87755,0,0.29527099575237,337,16243,15.9,3.0,3.0,4.0,39.0,,4.0,71.0,4.0,12
ENSG00000184220,57.23,15.99915,26,-0.0173919687511043,341,25970,16.6,2.0,,,110.0,,,142.0,6.0,14
ENSG00000184227,41.87,4.222845,7,0.344614806176448,0,103992,26.2,5.0,4.0,1.0,120.0,4.0,4.0,39.0,2.0,3
ENSG00000184254,55.68,27.9717,0,0.708097254349149,316,31687,8.3,10.0,17.0,3.0,51.0,2.0,4.0,90.0,4.0,15
ENSG00000184304,51.11,57.47035,137,1.26846740777606,325,13853,7.4,9.0,47.0,10.0,186.0,3.0,4.0,132.0,2.0,7
ENSG00000184307,52.75,152.037,5,0.131566576814343,339,23060,5.6,2.0,4.0,4.0,82.0,,,70.0,1.0,12
ENSG00000184344,46.99,11.80521,3,0.394881705761165,225,127613,1.0,3.0,18.0,2.0,13.0,1.0,,18.0,1.0,5
ENSG00000184347,35.98,10.308865,1,-0.585453529785491,239,49690,11.8,3.0,15.0,3.0,6.0,1.0,6.0,168.0,2.0,11
ENSG00000184381,44.57,7.77068,0,0.0764016170777524,335,121573,4.0,13.0,28.0,7.0,22.0,10.0,16.0,79.0,5.0,9
